"ParasiteCheckedBinomial","close","sexual","vertical","closenonsexual","nonclose","environment","soil","water","feces","vector","intermediate","direct","indirect","Par.Type","Par.Phylum","Par.Class"
"Rhipicephalus decoloratus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus evertsi",0,0,0,0,1,1,0,0,0,0,0,1,1,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus follis",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus gertrudae",0,0,0,0,1,1,0,0,0,0,0,1,1,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus glabroscutatum",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus haemaphysaloides",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus kochi",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus lunulatus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus maculatus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus microplus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus muehlensi",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus muhsamae",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus nitens",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus praetextatus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus pravus",0,0,0,0,1,0,0,0,0,0,0,1,1,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus puchellus",0,0,0,0,1,0,0,0,0,0,0,1,1,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus pulchellus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus punctatus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus pusillus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus reichenowi",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus sanguineus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus senegalensis",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus simus",0,0,0,0,1,1,0,0,0,0,0,1,1,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus sulcatus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus theileri",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus turanicus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus usbekistanicus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus zambeziensis",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus zumpti",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhopalopsyllus coxi",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Rhopalopsyllus lutzi",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Ribeiroia ondatrae",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Rickettsia conorii",0,0,0,0,0,0,0,0,0,1,0,0,1,"Bacteria","Proteobacteria","Alphaproteobacteria"
"Rickettsia rickettsii",0,0,0,0,0,1,0,0,0,1,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria"
"Rictularia proni",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Secernentea"
"Rinadia andreevae",0,0,0,0,0,0,0,0,0,0,0,0,0,"Helminth","Nematoda",""
"Rotavirus Rotavirus C",0,0,0,0,1,1,0,1,1,0,0,0,0,"Virus","RNA virus","ds"
"Rotavirus RotavirusA",1,0,0,0,1,1,0,0,1,0,0,1,0,"Virus","RNA virus","ds"
"Rubulavirus Human parainfluenza virus 2",1,0,0,0,0,0,0,0,0,0,0,1,0,"Virus","RNA virus","ss-"
"Rubulavirus Parainfluenza virus 5",0,0,0,0,0,1,0,0,0,0,0,0,0,"Virus","RNA virus","ss-"
"Salmonella enterica",1,0,1,1,1,1,1,1,1,0,0,1,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Sarcocystis alceslatrans",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis alectorivulpes",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis americana",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis arctosi",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis arieticanis",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis baibacinacanis",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis camelopardalis",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis campestris",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis capracanis",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis capreolicanis",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis capricornis",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis citellivulpes",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis cornaglia",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis corsaci",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis cruzi",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis danzani",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis dubeyella",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis felis",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis ferovis",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis fusiformis",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis gazellae",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis giraffae",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis gracilis",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis grueneri",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis hemioni",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis hemionilatrantis",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis hofmanni",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis hominis",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis hueti",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis hydrurgae",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis kirkpatricki",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis klaseriensis",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis leporum",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis melampi",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis mephitisi",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis miescheriana",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis mongolica",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis muris",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis neurona",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis odocoileocanis",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis odoi",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis phacochoeri",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis putorii",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis rangi",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis richardii",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis rileyi",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis sebeki",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis tarandivulpes",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis tenella",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis tropicalis",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis ursusi",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis wapiti",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis woodhousei",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcocystis youngi",0,0,0,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Sarcoptes pitheci",1,0,0,0,1,0,0,0,0,0,0,1,0,"Arthropod","Arthropoda","Arachnida"
"Sarcoptes scabiei",1,0,0,1,1,0,0,0,0,0,0,1,0,"Arthropod","Arthropoda","Arachnida"
"Scalopacarus obesus",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Schistocephalus solidus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Schistosoma bovis",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Platyhelminthes","Trematoda"
"Schistosoma haematobium",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Platyhelminthes","Trematoda"
"Schistosoma hippopotami",0,0,0,0,1,1,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Schistosoma mansoni",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Platyhelminthes","Trematoda"
"Schistosoma mattheei",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Platyhelminthes","Trematoda"
"Schulzinema miroljubovi",0,0,0,0,0,0,0,0,0,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Serratia liquefaciens",1,0,0,1,1,1,1,1,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Serratia marcescens",1,0,0,1,1,1,1,1,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Setaria africana",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Setaria bicoronata",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Setaria caelum",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Setaria cervi",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Setaria congolensis",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Setaria cornuta",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Setaria equina",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Setaria hombyi",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Setaria labiatopapillosa",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Setaria saegeri",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Setaria scalprum",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Setaria yehi",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Shigella flexneri",1,0,0,0,1,0,0,0,0,1,0,1,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Shigella sonnei",1,0,0,0,1,0,0,0,0,1,0,1,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Simplexvirus Bovine herpesvirus 2",1,1,0,1,0,0,0,0,0,0,0,0,0,"Virus","DNA virus","ds"
"Simplexvirus Human herpesvirus 2",1,1,0,1,0,0,0,0,0,0,0,0,0,"Virus","DNA virus","ds"
"Skrjabinagia arctica",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Skrjabinema alata",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Skrjabinema kolchida",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Skrjabinema ovis",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Skrjabinema parva",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Skrjabinema rupicaprae",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Soboliphyme baturini",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Enoplea"
"Solenopotes binipilosus",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Solenopotes burmeisteri",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Southwellina hispida",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Palaeacanthocephala"
"Sparganum mansoni",1,0,0,1,1,0,0,1,0,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Sphaerirostris lancea",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Palaeacanthocephala"
"Sphaerirostris lanceoides",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Palaeacanthocephala"
"Spiculocaulus austriacus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Spiculopteragia asymmetrica",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Spiculopteragia boehmi",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Spiculopteragia dagestanica",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Spiculopteragia houdemeri",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Spiculopteragia mathevossiani",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Spiculopteragia odocoilei",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Spiculopteragia pursglovei",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Spiculopteragia spiculoptera",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Spilopsyllus cuniculi",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Spilopsyllus inaequalis",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Spirocerca lupi",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Spirometra erinaceieuropaei",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Spirometra janickii",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Spirometra mansonoides",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Spirura aurangabadensis",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Nematoda",""
"Spirura rytipleurites",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Spumavirus Simian foamy virus",1,1,1,0,0,0,0,0,0,0,0,1,0,"Virus","retro-transcribing virus",""
"Staphylococcus albus",1,0,0,1,1,1,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Staphylococcus aureus",1,0,1,1,1,1,0,0,0,0,0,1,0,"Bacteria","Firmicutes","Bacilli"
"Staphylococcus auricularis",1,0,0,1,1,1,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Staphylococcus cohnii",1,0,0,1,1,1,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Staphylococcus epidermidis",1,0,0,1,1,1,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Staphylococcus hyicus",1,0,1,1,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Staphylococcus intermedius",1,0,0,1,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Staphylococcus sciuri",1,0,0,1,1,1,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Staphylococcus simulans",1,0,0,1,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Staphylococcus warneri",1,0,0,1,1,1,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Staphylococcus xylosus",1,0,0,1,1,1,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Stenistomera alpina",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Stenotrophomonas maltophilia",0,0,0,0,1,1,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Stephanofilaria thelazioides",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Stephanoprora spinosa",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Stephanurus dentatus",1,0,1,0,1,1,1,0,1,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Stilesia hepatica",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Streptococcus agalactiae",1,0,1,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Streptococcus canis",1,0,1,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Streptococcus dysgalactiae",1,0,1,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Streptococcus equi",1,0,1,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Streptococcus equinus",1,0,1,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Streptococcus mitis",0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Streptococcus morbillorum",1,0,1,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Streptococcus mutans",1,1,1,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Streptococcus phocae",1,0,1,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Streptococcus pneumoniae",1,0,0,0,0,0,0,0,0,0,0,1,0,"Bacteria","Firmicutes","Bacilli"
"Streptococcus porcinus",1,0,1,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Streptococcus sanguinis",1,0,1,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Streptococcus suis",1,0,1,1,1,1,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Streptococcus uberis",1,0,1,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Streptococcus viridans",1,0,1,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli"
"Streptopharagus armatus",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Nematoda",""
"Streptopharagus baylisi",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Nematoda",""
"Streptopharagus pigmentatus",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Nematoda",""
"Strigea strigis",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Strongyloides cebus",0,0,0,0,1,0,0,0,0,0,0,1,1,"Helminth","Nematoda","Chromadorea"
"Strongyloides erschovi",1,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Strongyloides fuelleborni",0,0,0,0,1,0,0,0,0,0,0,1,1,"Helminth","Nematoda","Chromadorea"
"Strongyloides lutrae",1,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Strongyloides martis",1,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Strongyloides mustelorum",1,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Strongyloides papillosus",1,0,1,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Strongyloides planiceps",1,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Strongyloides procyonis",1,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Strongyloides stercoralis",1,0,1,0,1,1,0,0,1,0,0,1,1,"Helminth","Nematoda","Chromadorea"
"Strongyloides vulpis",1,0,1,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Strongylus asini",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Strongylus edentatus",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Strongylus equinus",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Strongylus vulgaris",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Subulura baeri",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Nematoda",""
"Subulura distans",0,0,0,0,0,0,0,0,0,0,1,1,1,"Helminth","Nematoda",""
"Subulura jacchi",0,0,0,0,0,0,0,0,0,0,1,1,1,"Helminth","Nematoda",""
"Synosternus caffer",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Taenia cervi",0,0,0,0,1,1,0,0,1,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Taenia crassiceps",0,0,0,0,1,1,0,0,1,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Taenia crocutae",0,0,0,0,1,1,0,0,1,0,1,0,1,"Helminth","Platyhelminthes","Cestoda"
"Taenia gonyamai",0,0,0,0,1,1,0,0,1,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Taenia hyaenae",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Platyhelminthes","Cestoda"
"Taenia hydatigena",0,0,0,0,1,1,0,0,1,0,1,0,1,"Helminth","Platyhelminthes","Cestoda"
"Taenia kotlani",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Platyhelminthes","Cestoda"
"Taenia krabbei",0,0,0,0,1,1,0,0,1,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Taenia laticollis",0,0,0,0,1,1,0,0,1,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Taenia macrocystis",0,0,0,0,1,1,0,0,1,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Taenia madoquae",0,0,0,0,1,1,0,0,1,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Taenia martis",0,0,0,0,1,1,0,0,1,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Taenia multiceps",0,0,0,0,1,1,0,0,1,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Taenia omissa",0,0,0,0,1,1,0,0,1,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Taenia ovis",0,0,0,0,1,1,0,0,1,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Taenia parva",0,0,0,0,1,1,0,0,1,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Taenia pencei",0,0,0,0,1,1,0,0,1,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Taenia pisiformis",0,0,0,0,1,1,0,0,1,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Taenia polyacantha",0,0,0,0,1,1,0,0,1,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Taenia regis",0,0,0,0,1,1,0,0,1,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Taenia rileyi",0,0,0,0,1,1,0,0,1,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Taenia saginata",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Platyhelminthes","Cestoda"
"Taenia serialis",0,0,0,0,1,1,0,0,1,0,1,0,1,"Helminth","Platyhelminthes","Cestoda"
"Taenia solium",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Platyhelminthes","Cestoda"
